STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TempAvg,TempMax,TempMin,Fog,Thunder,Ice Pellets,Hail,Smoke
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/13/2018,0.52,0,0,,41,35,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/14/2018,2.59,0,0,,46,36,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/15/2018,1.88,0,0,,44,39,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/16/2018,0.49,0,0,,43,35,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/17/2018,2.36,0,0,,39,34,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/18/2018,0.19,0,0,,44,35,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/19/2018,0.01,0,0,,51,34,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/20/2018,0,0,0,,55,34,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/21/2018,0.43,,0,,,,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/22/2018,0.02,0,0,,48,34,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/23/2018,0,0,0,,52,35,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/24/2018,0,0,0,,65,36,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/25/2018,0,0,0,,71,43,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/26/2018,0,0,0,,70,47,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/27/2018,0,0,0,,79,43,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/28/2018,0.31,0,0,,51,41,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/29/2018,0.6,0,0,,46,41,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,4/30/2018,0.43,0,0,,49,40,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/1/2018,0.14,0,0,,47,40,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/2/2018,0.09,0,0,,49,40,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/3/2018,0,0,0,,61,40,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/4/2018,0.02,0,0,,70,43,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/5/2018,0.02,0,0,,59,43,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/6/2018,0,0,0,,58,40,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/7/2018,0.1,0,0,,70,49,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/8/2018,0.01,0,0,,62,47,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/9/2018,2.6,0,0,,76,48,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/10/2018,0.36,0,0,,76,43,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/11/2018,0.72,0,0,,52,42,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/12/2018,0.05,,0,,,,,,,,
USC00451233,"CEDAR LAKE, WA US",47.4144,-121.7561,475.5,5/13/2018,0,,0,,,,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/23/2018,0,,,,37,25,1,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/24/2018,0.03,,,,42,34,1,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/25/2018,0.34,,,,43,33,1,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/1/2018,0,,,,38,29,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/2/2018,0,,,,39,31,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/3/2018,0,,,,42,32,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/4/2018,0.04,,,,49,34,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/5/2018,0.17,,,,52,45,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/6/2018,0.36,,,,48,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/7/2018,0.48,,,,44,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/8/2018,0.11,,,,49,43,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/9/2018,0.47,,,,45,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/10/2018,0.07,,,,44,38,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/11/2018,0.66,,,,49,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/12/2018,0.1,,,,50,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/13/2018,0,,,,54,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/14/2018,0,,,,59,38,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/15/2018,0.1,,,,62,45,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/16/2018,0.1,,,,52,43,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/17/2018,0.35,,,,55,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/18/2018,0.33,,,,51,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/19/2018,0.03,,,,44,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/20/2018,0,,,,48,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/21/2018,0.27,,,,49,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/22/2018,0.02,,,,45,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/23/2018,0.61,,,,44,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/24/2018,0.17,,,,47,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/25/2018,0.09,,,,41,38,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/26/2018,0.04,,,,41,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/27/2018,0.43,,,,47,38,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/28/2018,0.06,,,,52,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/29/2018,0.7,,,,51,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/30/2018,0.01,,,,47,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,1/31/2018,0,,,,43,36,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/1/2018,0.49,,,,45,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/2/2018,0.25,,,,52,43,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/3/2018,0.63,,,,50,47,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/4/2018,0.13,,,,55,47,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/5/2018,0.18,,,,48,44,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/6/2018,0.12,,,,47,43,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/7/2018,0.01,,,,51,45,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/8/2018,0.12,,,,51,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/9/2018,0.03,,,,45,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/10/2018,0,,,,42,31,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/11/2018,0,,,,43,32,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/12/2018,0,,,,42,29,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/13/2018,0.22,,,,43,28,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/14/2018,0.17,,,,41,34,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/15/2018,0,,,,43,36,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/16/2018,0.14,,,,46,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/17/2018,0.35,,,,50,33,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/18/2018,0.03,,,,37,29,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/19/2018,0,,,,34,26,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/20/2018,0,,,,36,26,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/21/2018,0.02,,,,34,25,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/22/2018,0,,,,36,25,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/26/2018,0,,,,44,33,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/27/2018,0.02,,,,45,36,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,2/28/2018,0.56,,,,44,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/1/2018,0,,,,48,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/2/2018,0.13,,,,43,36,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/3/2018,0,,,,47,34,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/4/2018,0.14,,,,44,35,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/5/2018,0.01,,,,44,36,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/6/2018,0,,,,49,33,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/7/2018,0.02,,,,44,32,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/8/2018,0.49,,,,48,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/9/2018,0.12,,,,48,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/10/2018,0,,,,54,32,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/11/2018,0,,,,62,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/12/2018,0,,,,70,48,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/13/2018,0.24,,,,62,45,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/14/2018,0.16,,,,51,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/15/2018,0,,,,54,36,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/16/2018,0,,,,53,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/17/2018,0,,,,51,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/18/2018,0,,,,53,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/19/2018,0,,,,52,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/20/2018,0,,,,50,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/21/2018,0.06,,,,58,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/22/2018,0.28,,,,48,37,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/23/2018,0.34,,,,44,33,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/24/2018,0.39,,,,47,35,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/25/2018,0,,,,49,33,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/26/2018,0.06,,,,46,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/27/2018,0.11,,,,50,44,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/28/2018,0.02,,,,48,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/29/2018,0.05,,,,52,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/30/2018,0.01,,,,56,43,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,3/31/2018,0,,,,55,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/1/2018,0.28,,,,45,35,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/2/2018,0.03,,,,49,35,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/3/2018,0,,,,47,38,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/4/2018,0.45,,,,46,39,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/5/2018,0.22,,,,52,44,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/6/2018,0.01,,,,63,48,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/7/2018,0.49,,,,58,45,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/8/2018,0.02,,,,53,45,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/9/2018,0,,,,59,44,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/10/2018,0.2,,,,60,48,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/11/2018,0.42,,,,53,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/12/2018,0.14,,,,49,38,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/13/2018,0.08,,,,52,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/14/2018,0.96,,,,50,43,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/15/2018,0.1,,,,49,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/16/2018,0.66,,,,47,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/17/2018,0.13,,,,53,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/18/2018,0.01,,,,54,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/19/2018,0,,,,58,40,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/20/2018,0,,,,60,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/21/2018,0.03,,,,52,44,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/22/2018,0,,,,56,42,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/23/2018,0,,,,64,41,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/24/2018,0,,,,69,46,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/25/2018,0,,,,68,49,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/26/2018,0,,,,75,50,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/27/2018,0,,,,60,46,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/28/2018,0.33,,,,53,47,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/29/2018,0.26,,,,54,46,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,4/30/2018,0,,,,56,47,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/1/2018,0,,,,59,48,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/2/2018,0,,,,64,47,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/3/2018,0,,,,72,50,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/4/2018,0,,,,59,49,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/5/2018,0,,,,64,48,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/6/2018,0,,,,73,52,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/7/2018,0,,,,65,52,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/8/2018,0.04,,,,72,49,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/9/2018,0.01,,,,66,51,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/10/2018,0.02,,,,57,49,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/11/2018,0,,,,64,49,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/12/2018,0,,,,69,48,,,,,
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,5/13/2018,0,,,,77,54,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/2/2018,,,,,55,27,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/3/2018,0,,,,41,31,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/4/2018,0,,,,44,32,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/5/2018,0.11,,,,47,34,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/7/2018,,,,,52,42,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/8/2018,0.42,,,,52,42,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/9/2018,0.26,,,,49,43,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/10/2018,0.67,,,,50,39,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/11/2018,0.41,,,,46,41,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/12/2018,0.53,,,,51,41,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/13/2018,0.1,,,,55,34,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/14/2018,0.1,,,,56,36,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/16/2018,,,,,66,37,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/17/2018,0.08,,,,55,42,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/18/2018,0.66,,,,56,43,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/19/2018,0.13,,,,52,39,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/20/2018,0.1,,,,51,41,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/21/2018,0.15,,,,50,40,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/22/2018,0.05,,,,51,41,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/23/2018,0.01,,,,51,40,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/24/2018,0.7,,,,46,41,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/25/2018,0.17,,,,46,39,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/26/2018,0.08,,,,42,39,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/29/2018,,,,,50,39,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/30/2018,0.65,,,,51,42,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,1/31/2018,0.17,,,,50,39,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/1/2018,0.02,,,,45,40,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/2/2018,0.53,,,,48,42,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/5/2018,,,,,56,46,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/6/2018,0.23,,,,50,45,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/7/2018,0.16,,,,49,44,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/8/2018,0.02,,,,54,46,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/9/2018,0.1,,,,52,40,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/12/2018,,,,,49,29,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/13/2018,0.01,,,,45,28,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/14/2018,0.47,,,,45,28,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/15/2018,0.04,,,,43,37,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/16/2018,0.14,,,,46,37,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/20/2018,,,,,51,27,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/21/2018,0,,,,40,23,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/22/2018,0.05,,,,40,23,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/23/2018,0,,,,40,23,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/26/2018,,,,,46,23,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/27/2018,0.02,,,,48,34,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,2/28/2018,0.05,,,,48,37,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,3/1/2018,0.42,,,,48,38,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,3/2/2018,0.14,,,,54,37,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,3/5/2018,,,,,50,32,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,3/6/2018,0.01,,,,49,35,,,,,
USC00452675,"EVERETT, WA US",47.9752,-122.195,18.3,3/7/2018,0,,,,52,31,,,,,
